TenureMonths,CustomerAge,MonthlyCharges,TotalCharges,ChargesPerTenure,SupportTickets,ContractType,InternetService,PaymentMethod,OnlineSecurity,TechSupport,PaperlessBilling,Dependents,Churn,ClusterPersona
26,54,86.08,2252.14,86.62,0,Two year,Fiber optic,Mailed check,No,Yes,Yes,Yes,0,2
36,54,49.57,1845.96,51.28,2,Month-to-month,DSL,Credit card,Yes,No,No,No,0,1
49,52,96.68,4744.75,96.83,0,Two year,Fiber optic,Bank transfer,No,Yes,Yes,No,0,0
37,41,75.84,2835.82,76.64,2,One year,Fiber optic,Mailed check,No,No,No,No,0,0
72,18,90.09,6448.71,89.57,2,Two year,Fiber optic,Credit card,No,No,No,No,0,0
49,34,27.0,1274.47,26.01,1,Two year,No,Mailed check,Yes,Yes,No,No,0,1
21,34,51.26,1122.19,53.44,0,Month-to-month,DSL,Mailed check,Yes,No,No,Yes,0,1
14,30,46.8,688.14,49.15,0,One year,DSL,Electronic check,Yes,No,Yes,No,0,1
21,43,49.2,1041.58,49.6,1,Month-to-month,DSL,Electronic check,Yes,No,No,No,0,1
38,36,97.45,3672.33,96.64,1,Month-to-month,Fiber optic,Electronic check,No,Yes,No,Yes,0,0
16,32,75.57,1294.14,80.88,0,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,Yes,1,2
39,29,56.77,2243.03,57.51,2,Two year,DSL,Mailed check,Yes,No,Yes,No,0,1
36,33,44.32,1571.31,43.65,0,Month-to-month,DSL,Mailed check,Yes,Yes,No,No,0,1
10,55,63.47,636.59,63.66,3,One year,DSL,Credit card,No,No,Yes,No,1,2
48,34,49.85,2341.84,48.79,2,Month-to-month,DSL,Bank transfer,Yes,Yes,Yes,No,0,1
30,35,97.13,2918.08,97.27,0,Two year,Fiber optic,Bank transfer,Yes,Yes,Yes,No,0,2
72,36,64.86,4653.69,64.63,0,Month-to-month,DSL,Electronic check,No,No,Yes,Yes,0,0
22,46,30.71,759.27,34.51,1,One year,DSL,Credit card,No,No,No,No,0,1
18,47,23.85,456.01,25.33,0,Two year,No,Electronic check,Yes,No,Yes,No,0,1
9,18,93.83,755.98,84.0,2,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,No,1,2
8,54,55.56,508.87,63.61,2,Month-to-month,Fiber optic,Electronic check,No,No,No,Yes,0,1
45,59,66.86,3022.76,67.17,3,One year,DSL,Electronic check,No,No,Yes,No,0,0
69,29,88.13,6134.63,88.91,1,Two year,Fiber optic,Electronic check,Yes,No,No,No,0,0
21,30,111.18,2344.42,111.64,1,One year,Fiber optic,Bank transfer,Yes,No,No,No,1,2
20,36,48.4,973.37,48.67,1,Month-to-month,DSL,Electronic check,Yes,No,No,No,0,1
24,32,61.48,1446.34,60.26,1,Two year,DSL,Bank transfer,No,No,No,No,0,1
51,44,32.0,1655.09,32.45,2,Month-to-month,No,Electronic check,No,No,Yes,No,0,1
10,18,22.56,263.68,26.37,0,One year,No,Electronic check,No,Yes,Yes,No,0,1
27,28,59.28,1539.24,57.01,2,Two year,DSL,Mailed check,No,Yes,Yes,Yes,0,1
45,60,44.06,1953.82,43.42,0,Month-to-month,DSL,Credit card,No,Yes,Yes,No,0,1
33,30,28.92,911.29,27.61,1,Two year,No,Credit card,No,Yes,Yes,No,0,1
1,56,52.5,114.97,114.97,2,One year,DSL,Credit card,No,Yes,Yes,Yes,0,2
37,46,82.76,3101.48,83.82,4,Two year,Fiber optic,Bank transfer,No,No,Yes,No,0,0
33,20,24.68,801.94,24.3,2,Month-to-month,No,Bank transfer,Yes,No,Yes,Yes,0,1
58,49,26.38,1567.64,27.03,0,Month-to-month,No,Bank transfer,No,Yes,Yes,Yes,0,1
66,40,83.26,5447.13,82.53,2,Two year,Fiber optic,Bank transfer,No,No,Yes,No,0,0
56,36,59.44,3339.42,59.63,2,Month-to-month,DSL,Electronic check,No,No,Yes,No,0,0
24,44,53.72,1322.09,55.09,0,Month-to-month,DSL,Mailed check,Yes,No,No,No,0,1
4,47,18.5,55.08,13.77,0,Two year,No,Mailed check,No,No,No,No,1,1
20,50,19.2,383.62,19.18,2,Month-to-month,No,Mailed check,No,No,No,Yes,0,1
24,56,86.18,2085.88,86.91,2,Two year,Fiber optic,Mailed check,No,Yes,No,Yes,0,2
69,46,87.4,6070.89,87.98,1,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,No,1,0
12,25,125.0,1446.6,120.55,0,Month-to-month,Fiber optic,Mailed check,No,Yes,No,No,1,2
6,36,97.98,581.89,96.98,0,One year,Fiber optic,Electronic check,Yes,No,Yes,Yes,1,2
16,77,74.69,1162.79,72.67,0,One year,Fiber optic,Credit card,No,No,Yes,No,0,2
12,50,85.56,1045.89,87.16,0,One year,Fiber optic,Electronic check,No,Yes,No,No,1,2
6,70,99.24,584.7,97.45,3,One year,Fiber optic,Electronic check,Yes,Yes,Yes,No,1,2
21,58,42.72,925.66,44.08,1,Two year,DSL,Credit card,Yes,No,Yes,No,0,1
24,44,65.54,1525.91,63.58,1,Month-to-month,Fiber optic,Mailed check,No,No,Yes,Yes,1,2
5,45,68.16,324.21,64.84,1,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,Yes,0,2
18,41,46.89,914.1,50.78,2,Month-to-month,DSL,Mailed check,No,No,No,No,0,1
12,21,79.07,941.73,78.48,1,One year,Fiber optic,Electronic check,No,No,Yes,No,0,2
25,42,77.11,1965.49,78.62,0,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,Yes,0,2
27,56,23.34,593.23,21.97,1,Month-to-month,No,Electronic check,No,No,Yes,No,0,1
12,34,46.07,500.8,41.73,0,Month-to-month,DSL,Mailed check,Yes,Yes,No,No,0,1
48,46,84.65,4112.62,85.68,1,Month-to-month,Fiber optic,Credit card,No,No,No,Yes,0,0
23,52,50.81,1196.76,52.03,0,Month-to-month,DSL,Bank transfer,Yes,No,Yes,No,0,1
12,31,26.06,298.15,24.85,0,One year,No,Bank transfer,No,Yes,No,Yes,0,1
5,36,31.78,216.08,43.22,2,Month-to-month,DSL,Electronic check,No,No,Yes,No,1,1
28,29,95.86,2662.46,95.09,0,Two year,Fiber optic,Electronic check,No,No,No,No,0,2
33,32,116.71,3821.35,115.8,0,One year,Fiber optic,Credit card,Yes,Yes,No,Yes,0,0
15,26,92.03,1381.0,92.07,1,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,Yes,0,2
26,31,24.68,632.2,24.32,0,One year,No,Credit card,No,Yes,Yes,No,0,1
66,59,22.02,1412.87,21.41,1,Month-to-month,No,Mailed check,No,No,Yes,No,0,1
43,31,36.59,1569.3,36.5,1,Two year,DSL,Credit card,Yes,No,Yes,No,0,1
2,43,60.62,130.08,65.04,2,Two year,DSL,Electronic check,Yes,No,Yes,Yes,0,2
12,35,51.83,651.02,54.25,0,One year,DSL,Electronic check,Yes,No,Yes,No,0,1
21,56,34.41,815.6,38.84,2,One year,DSL,Bank transfer,No,No,Yes,No,0,1
24,57,24.35,627.36,26.14,2,Month-to-month,No,Bank transfer,Yes,No,Yes,Yes,0,1
26,52,23.52,574.4,22.09,0,Month-to-month,No,Electronic check,Yes,No,No,No,0,1
32,45,55.01,1855.68,57.99,0,Two year,DSL,Credit card,Yes,No,Yes,No,0,1
21,39,105.59,2219.16,105.67,1,Month-to-month,Fiber optic,Electronic check,No,No,No,No,1,2
23,27,89.97,2080.86,90.47,1,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,Yes,0,2
45,65,45.73,2034.03,45.2,2,Month-to-month,DSL,Bank transfer,No,Yes,No,Yes,0,1
28,32,102.22,2861.86,102.21,2,One year,Fiber optic,Bank transfer,Yes,Yes,No,No,0,2
8,49,41.17,328.52,41.06,0,Month-to-month,DSL,Credit card,No,No,No,No,0,1
25,54,77.12,1951.89,78.08,0,Two year,Fiber optic,Mailed check,No,No,No,No,0,2
21,35,85.34,1823.97,86.86,1,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,No,1,2
3,54,73.66,207.71,69.24,4,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,No,1,2
26,51,51.05,1369.05,52.66,0,One year,DSL,Electronic check,No,No,No,Yes,0,1
9,62,96.91,853.09,94.79,1,Month-to-month,Fiber optic,Mailed check,No,No,Yes,Yes,1,2
45,36,53.59,2450.52,54.46,0,One year,Fiber optic,Mailed check,No,Yes,Yes,No,0,1
31,26,31.11,941.28,30.36,0,Month-to-month,No,Electronic check,Yes,No,No,No,0,1
7,35,111.5,740.83,105.83,1,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,No,1,2
44,44,32.69,1428.13,32.46,2,Month-to-month,No,Mailed check,No,Yes,No,No,1,1
58,42,28.6,1650.1,28.45,2,Two year,No,Bank transfer,No,No,Yes,No,0,1
19,37,70.15,1298.37,68.34,2,One year,Fiber optic,Bank transfer,No,No,No,No,0,2
20,19,80.55,1597.82,79.89,0,Two year,Fiber optic,Electronic check,No,Yes,Yes,No,0,2
41,47,20.38,816.63,19.92,3,Month-to-month,No,Electronic check,Yes,No,No,No,0,1
55,65,83.54,4594.78,83.54,1,One year,Fiber optic,Electronic check,Yes,No,Yes,No,0,0
4,47,18.5,93.16,23.29,3,Month-to-month,No,Electronic check,No,No,No,Yes,1,1
8,49,86.34,687.87,85.98,1,Two year,Fiber optic,Bank transfer,No,Yes,Yes,No,0,2
16,48,97.97,1534.81,95.93,0,One year,Fiber optic,Credit card,Yes,Yes,Yes,No,1,2
18,46,64.06,1140.34,63.35,1,One year,DSL,Bank transfer,No,No,Yes,No,0,2
40,53,52.67,2141.38,53.53,2,Month-to-month,DSL,Bank transfer,No,Yes,Yes,No,0,1
55,46,22.66,1223.25,22.24,1,One year,No,Mailed check,Yes,No,No,No,0,1
58,38,55.64,3193.51,55.06,1,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,No,0,0
4,32,42.46,116.03,29.01,3,Two year,DSL,Credit card,No,No,Yes,No,0,1
11,39,107.07,1153.83,104.89,0,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,No,0,2
14,45,79.67,1144.21,81.73,1,Month-to-month,Fiber optic,Mailed check,Yes,No,No,Yes,1,2
11,38,49.17,515.25,46.84,1,Month-to-month,DSL,Electronic check,Yes,No,Yes,Yes,0,1
31,45,51.38,1591.45,51.34,1,Month-to-month,DSL,Bank transfer,No,No,Yes,No,0,1
34,47,89.5,3025.86,89.0,1,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,1,0
23,51,65.33,1483.41,64.5,1,Two year,DSL,Bank transfer,No,No,No,No,0,2
21,57,108.18,2317.85,110.37,1,One year,Fiber optic,Credit card,No,Yes,No,No,0,2
17,42,57.42,970.99,57.12,2,Two year,DSL,Electronic check,No,No,No,No,0,1
18,26,25.14,408.65,22.7,3,Two year,No,Credit card,No,No,Yes,No,0,1
65,37,69.18,4443.24,68.36,4,Month-to-month,Fiber optic,Credit card,Yes,No,No,No,0,0
38,42,59.84,2236.91,58.87,3,One year,Fiber optic,Credit card,Yes,No,No,Yes,0,1
17,19,48.37,781.3,45.96,0,Month-to-month,DSL,Mailed check,No,Yes,No,Yes,1,1
21,58,80.63,1723.41,82.07,1,Two year,Fiber optic,Electronic check,No,Yes,Yes,No,0,2
32,43,102.87,3284.64,102.64,0,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,Yes,1,0
7,46,65.27,459.19,65.6,2,Month-to-month,DSL,Mailed check,Yes,No,Yes,Yes,1,2
26,58,94.25,2441.64,93.91,0,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,1,2
36,34,63.22,2268.73,63.02,1,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,Yes,0,1
33,48,95.06,3170.11,96.06,1,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,No,0,0
11,40,49.6,581.11,52.83,3,Month-to-month,DSL,Electronic check,Yes,No,Yes,Yes,1,1
13,39,52.84,749.52,57.66,2,Two year,DSL,Electronic check,Yes,Yes,Yes,No,0,1
2,32,22.69,22.69,11.35,1,Two year,No,Electronic check,No,No,No,No,0,1
39,61,116.97,4548.18,116.62,1,Month-to-month,Fiber optic,Bank transfer,No,No,No,No,0,0
72,37,97.63,7036.35,97.73,2,Month-to-month,Fiber optic,Bank transfer,No,No,No,No,0,0
10,50,125.0,1305.06,130.51,0,Two year,Fiber optic,Electronic check,Yes,No,Yes,No,0,2
49,19,48.36,2345.53,47.87,1,Month-to-month,DSL,Credit card,No,No,No,No,0,1
72,56,96.09,6951.86,96.55,5,Two year,Fiber optic,Electronic check,No,No,No,Yes,0,0
15,54,45.66,663.55,44.24,1,Month-to-month,DSL,Bank transfer,Yes,Yes,Yes,No,0,1
21,43,91.45,1954.49,93.07,1,One year,Fiber optic,Bank transfer,No,Yes,No,No,0,2
28,39,74.33,2084.62,74.45,1,One year,Fiber optic,Bank transfer,Yes,Yes,Yes,No,1,2
32,46,24.89,760.02,23.75,1,One year,No,Electronic check,No,No,Yes,No,1,1
29,69,76.72,2220.81,76.58,1,Two year,Fiber optic,Credit card,No,No,Yes,Yes,0,2
16,20,46.73,769.22,48.08,3,Month-to-month,DSL,Credit card,Yes,No,Yes,Yes,0,1
36,51,69.15,2388.72,66.35,0,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,Yes,0,2
17,31,52.06,916.86,53.93,2,One year,DSL,Mailed check,Yes,Yes,Yes,No,0,1
30,41,32.28,917.05,30.57,0,Two year,DSL,Electronic check,No,No,No,No,0,1
22,39,47.76,1043.08,47.41,1,Month-to-month,DSL,Bank transfer,Yes,Yes,Yes,No,0,1
3,36,91.28,270.04,90.01,2,Two year,Fiber optic,Mailed check,Yes,No,Yes,Yes,0,2
54,41,65.97,3467.14,64.21,0,Month-to-month,DSL,Bank transfer,No,Yes,No,Yes,0,0
14,28,107.66,1485.73,106.12,3,Month-to-month,Fiber optic,Mailed check,No,No,Yes,No,1,2
58,54,25.29,1481.28,25.54,1,One year,No,Bank transfer,Yes,No,No,No,0,1
48,20,93.89,4572.12,95.25,2,Month-to-month,Fiber optic,Electronic check,No,No,Yes,No,1,0
27,48,54.56,1502.02,55.63,1,One year,DSL,Electronic check,Yes,No,Yes,No,0,1
34,38,57.98,2003.15,58.92,1,Month-to-month,DSL,Electronic check,No,Yes,Yes,No,0,1
37,27,89.28,3227.84,87.24,0,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,1,0
19,44,26.63,495.35,26.07,2,One year,No,Mailed check,No,No,Yes,No,0,1
20,23,61.05,1284.78,64.24,1,One year,DSL,Bank transfer,No,No,Yes,No,0,1
35,42,88.67,3138.28,89.67,0,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,No,1,0
22,24,76.44,1663.73,75.62,0,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,No,0,2
16,47,77.5,1244.04,77.75,0,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,Yes,0,2
11,30,23.9,297.2,27.02,1,Month-to-month,No,Electronic check,Yes,No,No,No,0,1
31,36,103.4,3238.81,104.48,0,Two year,Fiber optic,Mailed check,No,No,Yes,No,0,0
13,45,25.48,326.79,25.14,1,Two year,No,Electronic check,No,No,Yes,No,0,1
42,32,79.85,3345.32,79.65,1,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,No,0,0
45,41,48.12,2180.78,48.46,0,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,Yes,0,1
33,23,88.98,2970.56,90.02,1,Two year,Fiber optic,Electronic check,No,Yes,Yes,No,0,0
39,49,55.9,2166.25,55.54,0,One year,DSL,Bank transfer,Yes,No,Yes,No,0,1
33,63,94.18,3043.13,92.22,1,One year,Fiber optic,Credit card,No,No,Yes,No,0,0
40,75,57.71,2305.67,57.64,1,Two year,DSL,Bank transfer,Yes,Yes,Yes,No,0,1
39,43,40.49,1534.81,39.35,1,Month-to-month,DSL,Bank transfer,Yes,No,Yes,No,0,1
30,51,76.05,2349.26,78.31,2,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,Yes,0,2
48,20,71.7,3408.21,71.0,3,Two year,Fiber optic,Mailed check,No,No,No,Yes,0,0
20,60,19.76,391.17,19.56,1,One year,No,Bank transfer,Yes,Yes,Yes,No,0,1
12,51,93.56,1097.84,91.49,2,Month-to-month,Fiber optic,Credit card,No,No,No,No,1,2
11,36,69.49,746.31,67.85,2,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,Yes,0,2
18,56,37.58,705.57,39.2,3,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,No,0,1
3,38,22.89,105.54,35.18,0,One year,No,Electronic check,No,No,Yes,No,1,1
27,36,111.39,3030.61,112.24,0,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,Yes,1,2
37,47,65.65,2462.91,66.57,0,Month-to-month,Fiber optic,Credit card,Yes,No,No,Yes,1,2
44,29,69.14,3023.7,68.72,2,Two year,Fiber optic,Electronic check,Yes,No,No,No,0,0
4,54,57.69,192.42,48.1,0,Month-to-month,DSL,Mailed check,No,No,Yes,Yes,1,1
12,29,73.04,850.31,70.86,0,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,Yes,1,2
41,29,18.68,781.07,19.05,1,Month-to-month,No,Mailed check,No,No,Yes,Yes,0,1
20,31,35.14,745.41,37.27,3,Month-to-month,DSL,Mailed check,Yes,No,Yes,Yes,0,1
36,51,87.0,3088.73,85.8,1,Month-to-month,Fiber optic,Credit card,No,Yes,No,No,0,0
7,34,18.5,117.06,16.72,1,Two year,No,Mailed check,Yes,Yes,No,No,0,1
57,25,56.64,3218.82,56.47,1,Two year,DSL,Bank transfer,No,No,Yes,No,0,0
6,34,30.92,158.47,26.41,1,Month-to-month,No,Electronic check,No,No,No,No,1,1
26,41,24.6,660.55,25.41,0,Month-to-month,No,Electronic check,No,No,Yes,No,0,1
27,27,96.49,2640.18,97.78,3,One year,Fiber optic,Mailed check,No,Yes,No,No,0,2
15,28,57.7,951.28,63.42,0,Month-to-month,DSL,Mailed check,No,No,Yes,No,0,1
33,67,57.97,1982.05,60.06,0,Month-to-month,DSL,Credit card,Yes,No,No,No,0,1
33,31,44.14,1484.2,44.98,0,Two year,DSL,Credit card,Yes,No,Yes,No,0,1
31,38,106.55,3287.05,106.03,3,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,No,1,0
15,37,99.69,1520.06,101.34,2,Month-to-month,Fiber optic,Electronic check,No,Yes,No,No,1,2
12,36,87.66,983.48,81.96,2,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,Yes,1,2
16,49,87.28,1419.69,88.73,0,Month-to-month,Fiber optic,Bank transfer,No,No,No,No,0,2
11,53,54.6,613.36,55.76,0,Month-to-month,DSL,Mailed check,Yes,No,Yes,Yes,0,1
50,38,101.52,5078.8,101.58,1,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,Yes,1,0
17,27,59.76,988.56,58.15,1,Month-to-month,Fiber optic,Electronic check,No,No,No,No,1,1
26,57,24.11,654.77,25.18,2,One year,No,Electronic check,No,No,Yes,No,0,1
41,40,61.04,2467.92,60.19,2,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,No,0,0
10,62,83.16,868.5,86.85,1,Month-to-month,Fiber optic,Bank transfer,No,No,No,No,0,2
6,18,90.55,564.32,94.05,0,One year,Fiber optic,Mailed check,No,No,Yes,No,1,2
11,44,102.18,1138.96,103.54,0,Two year,Fiber optic,Mailed check,Yes,No,No,No,0,2
28,65,47.25,1288.51,46.02,0,Month-to-month,Fiber optic,Credit card,No,No,Yes,No,0,1
27,37,32.39,851.63,31.54,2,Month-to-month,No,Bank transfer,No,No,No,No,0,1
31,39,89.83,2732.66,88.15,0,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,No,1,2
21,45,91.56,1952.26,92.96,3,One year,Fiber optic,Electronic check,Yes,Yes,No,No,1,2
1,35,48.02,49.29,49.29,5,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,No,1,1
20,38,47.91,939.49,46.97,2,Month-to-month,DSL,Credit card,No,Yes,No,No,0,1
45,37,78.2,3514.44,78.1,0,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,No,1,0
53,34,49.65,2668.38,50.35,3,Month-to-month,DSL,Mailed check,No,Yes,Yes,No,1,0
24,56,52.67,1224.28,51.01,1,Month-to-month,DSL,Mailed check,Yes,No,No,No,0,1
27,47,76.05,2038.14,75.49,2,Month-to-month,Fiber optic,Credit card,No,No,No,No,1,2
36,45,42.68,1481.16,41.14,0,Two year,DSL,Bank transfer,No,Yes,No,No,0,1
52,51,95.03,4904.63,94.32,0,One year,Fiber optic,Bank transfer,No,Yes,Yes,No,0,0
23,38,75.2,1720.79,74.82,0,Month-to-month,Fiber optic,Mailed check,Yes,No,No,No,1,2
35,32,69.7,2477.38,70.78,1,Month-to-month,Fiber optic,Electronic check,No,Yes,No,Yes,0,2
14,34,58.59,842.78,60.2,1,Month-to-month,DSL,Credit card,No,No,No,No,0,1
7,42,40.95,321.29,45.9,1,Month-to-month,DSL,Credit card,Yes,No,Yes,No,1,1
16,29,87.68,1426.07,89.13,0,Two year,Fiber optic,Credit card,No,Yes,Yes,No,1,2
60,35,103.43,6172.18,102.87,3,Two year,Fiber optic,Credit card,No,Yes,No,Yes,0,0
36,35,101.28,3705.54,102.93,2,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,Yes,1,0
8,67,62.74,527.9,65.99,1,Month-to-month,DSL,Bank transfer,No,Yes,No,No,0,2
37,18,89.88,3388.63,91.58,3,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,No,0,0
8,39,53.84,489.31,61.16,1,One year,DSL,Bank transfer,No,No,No,No,0,1
30,62,22.57,673.8,22.46,0,One year,No,Electronic check,Yes,No,No,No,0,1
10,43,25.91,242.0,24.2,2,Two year,No,Mailed check,Yes,No,No,No,0,1
7,51,75.37,449.41,64.2,1,One year,Fiber optic,Credit card,No,Yes,Yes,Yes,1,2
67,43,84.84,5690.3,84.93,4,Month-to-month,Fiber optic,Mailed check,No,Yes,No,No,0,0
17,33,84.39,1433.2,84.31,1,One year,Fiber optic,Credit card,No,No,Yes,Yes,0,2
36,18,96.78,3461.74,96.16,1,One year,Fiber optic,Electronic check,No,No,No,No,0,0
24,44,82.63,1965.69,81.9,1,One year,Fiber optic,Electronic check,No,No,Yes,No,1,2
9,32,27.24,263.29,29.25,0,Month-to-month,No,Mailed check,No,No,No,No,0,1
19,32,93.34,1707.44,89.87,0,One year,Fiber optic,Electronic check,No,No,No,No,1,2
9,36,76.95,737.4,81.93,0,One year,Fiber optic,Electronic check,Yes,Yes,Yes,No,0,2
72,62,82.37,5960.91,82.79,4,One year,Fiber optic,Electronic check,Yes,Yes,No,No,1,0
40,70,94.48,3766.83,94.17,2,One year,Fiber optic,Credit card,No,Yes,Yes,Yes,1,0
23,44,113.74,2613.33,113.62,1,One year,Fiber optic,Electronic check,No,No,No,No,1,2
34,36,73.2,2500.03,73.53,4,One year,DSL,Electronic check,Yes,Yes,No,Yes,0,2
38,27,95.35,3652.0,96.11,2,One year,Fiber optic,Electronic check,Yes,No,Yes,No,1,0
38,47,62.01,2427.35,63.88,1,One year,DSL,Bank transfer,Yes,No,Yes,Yes,0,0
37,63,89.34,3287.1,88.84,1,Month-to-month,Fiber optic,Bank transfer,No,No,No,Yes,0,0
35,39,75.36,2685.2,76.72,3,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,No,0,0
25,18,24.3,599.86,23.99,2,Month-to-month,No,Mailed check,Yes,No,Yes,Yes,1,1
64,50,74.46,4751.44,74.24,0,One year,Fiber optic,Electronic check,No,No,Yes,Yes,0,0
26,53,80.96,2095.95,80.61,2,One year,Fiber optic,Bank transfer,No,Yes,Yes,No,0,2
24,22,45.03,1118.74,46.61,2,Two year,DSL,Credit card,Yes,Yes,Yes,No,0,1
26,44,87.15,2245.95,86.38,1,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,1,2
28,47,90.74,2544.57,90.88,0,Month-to-month,Fiber optic,Mailed check,Yes,Yes,Yes,No,1,2
4,41,71.63,268.57,67.14,2,Month-to-month,Fiber optic,Electronic check,No,No,No,No,1,2
11,32,56.54,606.91,55.17,1,Month-to-month,DSL,Electronic check,Yes,No,Yes,No,0,1
21,54,96.58,2075.5,98.83,0,One year,Fiber optic,Bank transfer,No,Yes,Yes,No,0,2
4,37,64.55,257.83,64.46,0,Month-to-month,Fiber optic,Mailed check,No,No,No,Yes,0,2
23,24,69.43,1573.61,68.42,0,One year,Fiber optic,Electronic check,No,No,No,No,0,2
27,18,29.46,780.36,28.9,2,One year,No,Electronic check,Yes,Yes,Yes,Yes,0,1
7,57,23.26,172.59,24.66,1,Month-to-month,No,Credit card,No,Yes,No,Yes,0,1
13,49,24.05,310.87,23.91,1,Two year,No,Credit card,Yes,No,No,No,0,1
55,43,54.47,2996.11,54.47,1,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,No,0,0
34,36,27.68,930.82,27.38,1,Month-to-month,No,Mailed check,No,Yes,Yes,No,0,1
33,35,107.19,3573.92,108.3,0,Two year,Fiber optic,Bank transfer,No,Yes,Yes,No,0,0
50,29,36.88,1863.96,37.28,1,Two year,DSL,Mailed check,No,Yes,No,No,0,1
11,36,66.53,723.95,65.81,2,Month-to-month,Fiber optic,Electronic check,No,No,Yes,Yes,0,2
7,18,50.75,359.79,51.4,1,Month-to-month,DSL,Mailed check,No,No,No,Yes,0,1
46,33,62.22,2833.54,61.6,3,Month-to-month,DSL,Bank transfer,No,No,No,No,0,0
21,38,46.09,965.23,45.96,1,Month-to-month,DSL,Electronic check,No,No,Yes,Yes,0,1
11,49,65.34,694.62,63.15,1,Two year,DSL,Credit card,No,No,Yes,No,0,2
4,41,76.68,313.59,78.4,1,One year,Fiber optic,Electronic check,No,Yes,Yes,No,1,2
26,51,114.2,2965.46,114.06,1,Month-to-month,Fiber optic,Mailed check,No,Yes,Yes,No,1,2
20,58,44.53,882.2,44.11,2,Two year,DSL,Electronic check,No,No,Yes,No,0,1
17,54,117.84,2008.2,118.13,4,Month-to-month,Fiber optic,Mailed check,No,No,No,No,0,2
1,47,73.25,83.7,83.7,1,Month-to-month,Fiber optic,Electronic check,No,No,No,No,1,2
63,42,22.67,1466.54,23.28,0,Two year,No,Electronic check,Yes,Yes,Yes,Yes,0,1
5,30,76.61,410.32,82.06,0,Two year,Fiber optic,Mailed check,No,Yes,Yes,Yes,0,2
18,50,92.81,1703.87,94.66,0,Two year,Fiber optic,Mailed check,No,No,Yes,No,0,2
16,62,58.96,931.12,58.19,1,One year,DSL,Mailed check,Yes,No,Yes,Yes,0,1
35,46,51.89,1826.09,52.17,1,Two year,DSL,Electronic check,Yes,No,No,No,0,1
4,65,45.46,242.58,60.65,1,Month-to-month,DSL,Mailed check,No,Yes,Yes,Yes,0,1
32,23,81.49,2604.35,81.39,0,One year,Fiber optic,Mailed check,Yes,No,No,Yes,0,2
26,28,18.5,485.53,18.67,3,Two year,No,Electronic check,No,Yes,No,Yes,0,1
13,52,50.3,658.91,50.69,0,Month-to-month,DSL,Credit card,No,Yes,No,No,0,1
31,45,47.71,1475.22,47.59,0,Two year,DSL,Mailed check,No,Yes,Yes,Yes,0,1
23,57,39.4,951.25,41.36,1,Month-to-month,DSL,Electronic check,No,No,Yes,Yes,1,1
72,41,85.02,6105.7,84.8,1,Month-to-month,Fiber optic,Credit card,No,No,Yes,No,0,0
20,31,69.47,1427.19,71.36,2,One year,Fiber optic,Credit card,No,No,No,No,0,2
9,39,90.85,844.56,93.84,1,Month-to-month,Fiber optic,Credit card,Yes,Yes,No,No,0,2
32,23,54.37,1737.81,54.31,0,One year,DSL,Bank transfer,No,Yes,No,No,0,1
